id,bucket,variant,snr_out,stoi,pesq_wb
0000,changing_-5,n_hat zeroed,10.641220092773438,0.9172978089279241,2.0114400386810303
0000,changing_-5,ref zeroed,7.374565601348877,0.835884109445487,1.4159698486328125
0000,changing_-5,coh zeroed,10.511594772338867,0.9151662982383381,1.9927394390106201
0001,changing_-5,as trained,9.03212833404541,0.8432360219917572,1.3401015996932983
0001,changing_-5,n_hat zeroed,9.048205375671387,0.8432249668229775,1.3367271423339844
0001,changing_-5,ref zeroed,6.758174419403076,0.7351702625704611,1.1266742944717407
0001,changing_-5,coh zeroed,9.003180503845215,0.8410333568370665,1.3390907049179077
0002,changing_-5,as trained,11.810861587524414,0.951186561243836,2.452085018157959
0002,changing_-5,n_hat zeroed,12.155990600585938,0.9533401884577697,2.4808390140533447
0002,changing_-5,ref zeroed,3.2988553047180176,0.8723770985293176,1.3215595483779907
0002,changing_-5,coh zeroed,11.67055892944336,0.9490678941921497,2.4123194217681885
0003,changing_-5,as trained,10.109882354736328,0.609243691378777,1.439022183418274
0003,changing_-5,n_hat zeroed,10.132583618164062,0.610137525716133,1.448652982711792
0003,changing_-5,ref zeroed,1.0793949365615845,0.4669324961192006,1.1419397592544556
0003,changing_-5,coh zeroed,10.075807571411133,0.6082604016947379,1.4446847438812256
0004,changing_-5,as trained,16.775354385375977,0.9347168010403504,2.090214729309082
0004,changing_-5,n_hat zeroed,16.820280075073242,0.934454717131004,2.1119494438171387
0004,changing_-5,ref zeroed,3.220459222793579,0.839460179134674,1.0640555620193481
0004,changing_-5,coh zeroed,16.97161865234375,0.9379624584924608,2.1589484214782715
0005,changing_-5,as trained,7.614290714263916,0.8545189520045133,1.9643990993499756
0005,changing_-5,n_hat zeroed,7.547598838806152,0.8543037880530722,2.0257456302642822
0005,changing_-5,ref zeroed,4.926847457885742,0.7655796082326436,1.28847336769104
0005,changing_-5,coh zeroed,7.582004547119141,0.8541025854733466,1.9140691757202148
0006,changing_-5,as trained,13.852718353271484,0.9320806669814808,2.293409585952759
0006,changing_-5,n_hat zeroed,13.810665130615234,0.9312910702755947,2.28105092048645
0006,changing_-5,ref zeroed,7.114444732666016,0.7967047183555761,1.3813585042953491
0006,changing_-5,coh zeroed,13.715356826782227,0.9296292706144591,2.2582039833068848
0007,changing_-5,as trained,8.138084411621094,0.8700511061616167,1.589895486831665
0007,changing_-5,n_hat zeroed,7.987829208374023,0.8715015129454097,1.5908968448638916
0007,changing_-5,ref zeroed,1.2412081956863403,0.8293200022646433,1.4043433666229248
0007,changing_-5,coh zeroed,8.515704154968262,0.8748423490605409,1.5936696529388428
0008,changing_-5,as trained,17.816423416137695,0.9201520323454521,3.2972850799560547
0008,changing_-5,n_hat zeroed,17.996376037597656,0.920862595129142,3.3561697006225586
0008,changing_-5,ref zeroed,4.813562393188477,0.833227108331999,1.248417854309082
0008,changing_-5,coh zeroed,17.72307586669922,0.9026933236421857,3.1269466876983643
0009,changing_-5,as trained,9.152059555053711,0.8988931084050023,1.706411600112915
0009,changing_-5,n_hat zeroed,9.117778778076172,0.8986771978236063,1.695957899093628
0009,changing_-5,ref zeroed,-0.14470285177230835,0.8358591472619156,1.0736216306686401
0009,changing_-5,coh zeroed,9.02352237701416,0.8966566476591645,1.6595361232757568
0010,changing_-5,as trained,18.81049346923828,0.9912593664251504,2.9071810245513916
0010,changing_-5,n_hat zeroed,18.805601119995117,0.9912583206732098,2.8979806900024414
0010,changing_-5,ref zeroed,9.243449211120605,0.9408511161213368,1.62940514087677
0010,changing_-5,coh zeroed,18.658958435058594,0.9903247111758996,2.8420467376708984
0011,changing_-5,as trained,7.817397117614746,0.816991302644643,1.2872848510742188
0011,changing_-5,n_hat zeroed,7.837508201599121,0.8177967565053484,1.288440465927124
0011,changing_-5,ref zeroed,3.2181713581085205,0.6306425424447363,1.1008241176605225
0011,changing_-5,coh zeroed,7.744462490081787,0.8131261861261422,1.2858495712280273
0012,changing_-5,as trained,14.088842391967773,0.9478135521418288,2.3781545162200928
0012,changing_-5,n_hat zeroed,14.039849281311035,0.9460578050982695,2.36427903175354
0012,changing_-5,ref zeroed,9.042576789855957,0.8974007208327379,1.4742872714996338
0012,changing_-5,coh zeroed,14.054605484008789,0.9450151056565691,2.438408374786377
0013,changing_-5,as trained,12.802210807800293,0.9651918217490809,3.3913536071777344
0013,changing_-5,n_hat zeroed,12.680569648742676,0.963806485893921,3.3628721237182617
0013,changing_-5,ref zeroed,9.213042259216309,0.8904507152888349,1.6109569072723389
